tc_EventID,tc_ExpStartDatetime.UTC,tc_ExpEndDatetime.UTC,tc_ExpDurationHrs,tc_EPID,BFE_slpm,BFU_slpm,THCFlowAvg_slpm,THCFlowUncertainty_slpm,tc_C1MassFlow,tc_C1MassFlowUncertainty,tc_ExpEPCount,tc_EquipmentUnitID,tc_EquipmentGroupID
20240413_0000_003,2024-04-13T06:00:57Z,2024-04-13T13:10:56Z,7.166388888888889,4S-32,4.392,0.312,4.295,0.317,167.11884,12.2094,2,4S-3,4S
20240413_0000_004,2024-04-13T06:00:57Z,2024-04-13T13:10:56Z,7.166388888888889,5S-14,14.517,0.21,14.194,0.357,552.33612,12.55212,2,5S-1,5S
20240413_0000_005,2024-04-13T17:11:01Z,2024-04-13T23:01:00Z,5.833055555555555,4S-44,8.048,0.288,7.869,0.324,306.22032,12.2094,3,4S-4,4S
20240413_0000_006,2024-04-13T17:11:01Z,2024-04-13T23:01:00Z,5.833055555555555,4T-32,2.3,0.047,2.248,0.065,87.47928,2.3562000000000003,3,4T-3,4T
20240413_0000_007,2024-04-13T17:11:01Z,2024-04-13T23:01:00Z,5.833055555555555,4W-31,8.061,0.234,7.882,0.28,306.69156000000004,10.410120000000001,3,4W-3,4W
20240413_0000_008,2024-04-13T17:11:01Z,2024-04-13T23:00:59Z,5.832777777777777,5S-25,7.515,0.288,7.348,0.319,285.91416000000004,12.038040000000002,2,5S-2,5S
20240413_0000_009,2024-04-13T17:11:01Z,2024-04-13T23:00:59Z,5.832777777777777,5W-16,10.638,0.238,10.402,0.316,404.75232000000005,11.523960000000002,2,5W-1,5W
20240414_0000_000,2024-04-14T00:01:04Z,2024-04-14T05:01:03Z,4.999722222222222,4S-32,3.62,0.45,3.54,0.45,137.5164,17.136000000000003,2,4S-3,4S
20240414_0000_001,2024-04-14T00:01:04Z,2024-04-14T05:01:03Z,4.999722222222222,4T-32,2.34,0.07,2.28,0.08,88.6788,2.9988000000000006,2,4T-3,4T
20240414_0000_002,2024-04-14T06:01:07Z,2024-04-14T12:51:06Z,6.833055555555555,4S-21,29.94,0.37,29.27,0.7,1139.1156,24.4188,1,4S-2,4S
20240414_0000_003,2024-04-14T06:01:07Z,2024-04-14T12:51:05Z,6.832777777777777,4T-11,2.4,0.04,2.34,0.06,91.2492,2.1420000000000003,1,4T-1,4T
20240414_0000_004,2024-04-14T16:51:09Z,2024-04-14T22:01:08Z,5.166388888888889,4W-11,24.38,0.16,23.83,0.51,927.486,17.136000000000003,1,4W-1,4W
20240415_0000_009,2024-04-15T00:01:12Z,2024-04-15T04:31:11Z,4.499722222222222,5W-13,10.15,0.32,9.93,0.37,386.4168,13.7088,2,5W-1,5W
20240415_0000_010,2024-04-15T00:01:12Z,2024-04-15T04:31:11Z,4.499722222222222,5S-28,15.67,0.67,15.32,0.72,596.3328,27.4176,2,5S-2,5S
20240415_0000_011,2024-04-15T06:01:15Z,2024-04-15T14:01:14Z,7.999722222222222,5W-16,10.59,0.17,10.36,0.27,403.12440000000004,9.424800000000001,1,5W-1,5W
20240415_0000_012,2024-04-15T06:01:15Z,2024-04-15T14:01:15Z,8,4S-31,6,0.2,5.87,0.23,228.33720000000005,8.568000000000001,1,4S-3,4S
20240415_0000_013,2024-04-15T06:01:16Z,2024-04-15T14:01:15Z,7.999722222222222,4W-31,11.85,0.21,11.59,0.31,451.1052,11.1384,2,4W-3,4W
20240415_0000_014,2024-04-15T06:01:16Z,2024-04-15T14:01:15Z,7.999722222222222,4T-11,2.4,0.05,2.34,0.07,91.2492,2.5704000000000002,2,4T-1,4T
20240415_0000_015,2024-04-15T06:01:16Z,2024-04-15T14:01:14Z,7.999444444444444,5S-15,6.95,0.23,6.8,0.27,264.32280000000003,9.853200000000001,1,5S-1,5S
20240415_0000_016,2024-04-15T17:01:19Z,2024-04-15T18:41:19Z,1.6666666666666667,4T-22,181.19,1.28,177.16,3.85,6893.812800000001,130.2336,1,4T-2,4T
20240415_0000_026,2024-04-15T21:52:58Z,2024-04-15T21:54:30Z,0.025555555555555557,4W-42,0.39,1.01,0.38,0.99,14.994000000000002,38.556000000000004,1,4W-4,4W
20240415_0000_027,2024-04-15T21:54:31Z,2024-04-15T21:56:19Z,0.03,4W-42,3.65,0.31,3.57,0.31,138.80160000000004,11.995200000000002,1,4W-4,4W
20240415_0000_029,2024-04-15T21:56:20Z,2024-04-15T22:00:10Z,0.06388888888888888,4W-42,5.43,0.09,5.31,0.14,206.91720000000004,5.1408000000000005,1,4W-4,4W
20240415_0000_030,2024-04-15T22:00:11Z,2024-04-15T22:00:45Z,0.009444444444444445,4W-42,7.33,0.65,7.16,0.65,278.8884,25.2756,1,4W-4,4W
20240415_0000_031,2024-04-15T22:00:46Z,2024-04-15T22:01:06Z,0.005555555555555556,4W-42,9.33,1.61,9.13,1.59,355.1436,61.689600000000006,1,4W-4,4W
20240415_0000_032,2024-04-15T22:01:07Z,2024-04-15T22:01:27Z,0.005555555555555556,4W-42,11.54,0.61,11.28,0.64,439.11000000000007,24.4188,1,4W-4,4W
20240415_0000_033,2024-04-15T22:01:30Z,2024-04-15T22:02:09Z,0.010833333333333334,4W-51,1.86,0.06,1.82,0.07,70.68599999999999,2.5704000000000002,1,4W-5,4W
20240415_0000_034,2024-04-15T22:02:10Z,2024-04-15T22:02:39Z,0.008055555555555555,4W-51,4.92,1.88,4.81,1.84,187.21080000000003,71.5428,1,4W-5,4W
20240415_0000_035,2024-04-15T22:02:40Z,2024-04-15T22:03:00Z,0.005555555555555556,4W-51,9.35,1.57,9.15,1.55,356.00040000000007,59.976000000000006,1,4W-5,4W
20240415_0000_036,2024-04-15T22:03:01Z,2024-04-15T22:03:25Z,0.006666666666666667,4W-51,13.14,4.49,12.84,4.4,499.9428,170.93160000000003,1,4W-5,4W
20240415_0000_037,2024-04-15T22:03:26Z,2024-04-15T22:03:51Z,0.006944444444444444,4W-51,18.66,0.57,18.25,0.67,709.8588000000001,25.2756,1,4W-5,4W
20240415_0000_038,2024-04-15T22:03:52Z,2024-04-15T22:04:12Z,0.005555555555555556,4W-51,22.26,2.13,21.76,2.13,846.9468,82.25280000000001,1,4W-5,4W
20240415_0000_039,2024-04-15T22:04:13Z,2024-04-15T22:04:30Z,0.004722222222222222,4W-51,26.49,0.66,25.9,0.84,1008.0252,30.844800000000003,1,4W-5,4W
20240415_0000_040,2024-04-15T22:04:34Z,2024-04-15T22:04:57Z,0.006388888888888889,4W-32,23.23,7.3,22.71,7.15,883.7891999999999,278.0316,1,4W-3,4W
20240415_0000_041,2024-04-15T22:04:58Z,2024-04-15T22:05:18Z,0.005555555555555556,4W-32,49.31,10.87,48.21,10.67,1875.9636,414.69120000000004,1,4W-3,4W
20240415_0000_042,2024-04-15T22:05:19Z,2024-04-15T22:05:59Z,0.011111111111111112,4W-32,75.9,0.39,74.21,1.57,2887.8444,52.693200000000004,1,4W-3,4W
20240415_0000_043,2024-04-15T22:06:00Z,2024-04-15T22:06:43Z,0.011944444444444445,4W-32,97.51,0.5,95.34,2.02,3709.944,67.6872,1,4W-3,4W
20240415_0000_044,2024-04-15T22:06:44Z,2024-04-15T22:06:56Z,0.0033333333333333335,4W-32,113.38,8.62,110.86,8.73,4313.988,336.7224,1,4W-3,4W
20240415_0000_045,2024-04-15T22:06:57Z,2024-04-15T22:07:13Z,0.0044444444444444444,4W-32,128.12,11.46,125.27,11.5,4874.3352,444.25079999999997,1,4W-3,4W
20240415_0000_046,2024-04-15T22:07:14Z,2024-04-15T22:07:26Z,0.0033333333333333335,4W-32,139.62,3.16,136.51,4.17,5312.16,152.082,1,4W-3,4W
20240416_0000_000,2024-04-16T00:00:05Z,2024-04-16T04:30:07Z,4.500555555555556,4S-14,7.95,0.17,7.77,0.23,302.4504,8.568000000000001,2,4S-1,4S
20240416_0000_001,2024-04-16T00:00:05Z,2024-04-16T04:30:07Z,4.500555555555556,4T-32,4.69,0.12,4.58,0.15,178.2144,5.5692,2,4T-3,4T
20240416_0000_002,2024-04-16T06:00:09Z,2024-04-16T12:35:08Z,6.583055555555555,5S-32,32.76,0.43,32.03,0.78,1246.6440000000002,27.4176,1,5S-3,5S
20240416_0000_003,2024-04-16T14:35:10Z,2024-04-16T17:20:09Z,2.749722222222222,4W-32,97.32,0.72,95.16,2.08,3703.0896000000002,70.68599999999999,1,4W-3,4W
20240416_0000_004,2024-04-16T19:20:12Z,2024-04-16T22:20:12Z,3,4T-31,82.39,0.52,80.56,1.73,3134.6028000000006,58.262400000000014,1,4T-3,4T
20240417_0000_000,2024-04-17T01:20:14Z,2024-04-17T05:00:13Z,3.6663888888888887,4S-12,7.58,0.15,7.41,0.21,288.74160000000006,7.711200000000001,3,4S-1,4S
20240417_0000_001,2024-04-17T01:20:14Z,2024-04-17T05:00:14Z,3.6666666666666665,4T-11,6.6,0.09,6.45,0.16,251.04240000000001,5.5692,2,4T-1,4T
20240417_0000_002,2024-04-17T01:20:14Z,2024-04-17T05:00:14Z,3.6666666666666665,4W-51,9.79,0.22,9.57,0.29,372.70799999999997,10.71,2,4W-5,4W
20240417_0000_003,2024-04-17T01:20:14Z,2024-04-17T05:00:13Z,3.6663888888888887,5S-36,6.77,0.13,6.62,0.19,257.4684,6.8544,3,5S-3,5S
20240417_0000_004,2024-04-17T01:20:14Z,2024-04-17T05:00:13Z,3.6663888888888887,5W-32,10.42,0.11,10.19,0.24,396.6984,8.1396,3,5W-3,5W
20240417_0000_005,2024-04-17T06:00:17Z,2024-04-17T11:05:15Z,5.082777777777777,5S-32,32.32,0.47,31.6,0.8,1229.9364,27.846000000000004,1,5S-3,5S
20240417_0000_006,2024-04-17T13:05:19Z,2024-04-17T14:15:18Z,1.166388888888889,4T-12,186.74,2.09,182.58,4.27,7105.014,147.79800000000003,1,4T-1,4T
20240417_0000_007,2024-04-17T13:05:19Z,2024-04-17T14:15:19Z,1.1666666666666667,4W-22,75.61,0.75,73.93,1.68,2876.7060000000006,57.83400000000001,1,4W-2,4W
20240417_0000_008,2024-04-17T16:15:22Z,2024-04-17T21:00:21Z,4.749722222222222,5S-26,46.33,1.35,45.3,1.62,1762.8660000000002,59.976000000000006,2,5S-2,5S
20240417_0000_009,2024-04-17T16:15:22Z,2024-04-17T21:00:21Z,4.749722222222222,5W-22,65.19,1.11,63.74,1.7,2480.436,60.8328,2,5W-2,5W
20240418_0000_000,2024-04-18T00:00:24Z,2024-04-18T04:00:23Z,3.999722222222222,4S-16,12.75,0.46,12.47,0.52,485.3772,19.278000000000002,2,4S-1,4S
20240418_0000_001,2024-04-18T00:00:24Z,2024-04-18T04:00:23Z,3.999722222222222,4T-11,2.4,0.08,2.35,0.09,91.2492,3.4272,2,4T-1,4T
20240418_0000_002,2024-04-18T06:00:26Z,2024-04-18T13:55:26Z,7.916666666666667,4S-23,30.71,0.31,30.03,0.69,1168.6752000000001,23.562000000000005,1,4S-2,4S
20240418_0000_003,2024-04-18T06:00:27Z,2024-04-18T13:55:26Z,7.916388888888889,4T-11,2.52,0.05,2.46,0.07,95.53320000000001,2.5704000000000002,1,4T-1,4T
20240418_0000_004,2024-04-18T15:55:28Z,2024-04-18T16:31:26Z,0.5994444444444444,4T-22,186.81,2.3,182.65,4.37,7107.5844,152.51040000000003,1,4T-2,4T
20240418_0000_005,2024-04-18T18:31:30Z,2024-04-18T21:55:29Z,3.399722222222222,4T-31,142.47,1.23,139.3,3.11,5420.5452000000005,106.24320000000002,1,4T-3,4T
20240419_0000_000,2024-04-19T00:55:31Z,2024-04-19T04:00:30Z,3.0830555555555557,4T-32,4.75,0.06,4.64,0.11,180.7848,3.8556000000000004,1,4T-3,4T
20240419_0000_001,2024-04-19T00:55:32Z,2024-04-19T04:00:31Z,3.0830555555555557,4S-16,15.31,0.14,14.97,0.34,582.624,11.566800000000002,1,4S-1,4S
20240419_0000_002,2024-04-19T06:00:34Z,2024-04-19T13:35:33Z,7.583055555555555,5S-32,21.23,0.64,20.76,0.75,807.9624000000001,27.846000000000004,1,5S-3,5S
20240419_0000_004,2024-04-19T15:35:36Z,2024-04-19T15:55:35Z,0.33305555555555555,4W-32,75.68,1.23,74,1.94,2879.7048,68.97240000000001,1,4W-3,4W
20240419_0000_005,2024-04-19T15:35:37Z,2024-04-19T15:55:35Z,0.3327777777777778,4T-12,186.79,2.13,182.63,4.29,7106.7276,148.65480000000002,1,4T-1,4T
20240419_0000_006,2024-04-19T16:55:37Z,2024-04-19T18:55:36Z,1.9997222222222222,4W-22,96.95,0.85,94.79,2.12,3688.5240000000003,72.3996,1,4W-2,4W
20240419_0000_007,2024-04-19T19:55:40Z,2024-04-19T21:55:39Z,1.9997222222222222,4W-32,130.74,1.05,127.83,2.82,4974.580800000001,95.96160000000002,1,4W-3,4W
20240420_0000_000,2024-04-20T00:55:41Z,2024-04-20T04:00:40Z,3.0830555555555557,4T-11,2.5,0.05,2.44,0.07,95.10480000000001,2.5704000000000002,2,4T-1,4T
20240420_0000_001,2024-04-20T00:55:41Z,2024-04-20T04:00:40Z,3.0830555555555557,5S-34,16.98,0.14,16.6,0.37,646.0272,12.4236,2,5S-3,5S
20240420_0000_002,2024-04-20T06:00:43Z,2024-04-20T13:45:42Z,7.749722222222222,4S-14,9.4,0.14,9.19,0.23,357.71400000000006,8.1396,2,4S-1,4S
20240420_0000_003,2024-04-20T06:00:43Z,2024-04-20T13:45:42Z,7.749722222222222,5S-11,17.25,0.23,16.86,0.41,656.3088000000001,14.565600000000003,2,5S-1,5S
20240420_0000_004,2024-04-20T16:45:45Z,2024-04-20T23:00:44Z,6.249722222222222,4T-32,7.09,0.08,6.94,0.16,269.89200000000005,5.5692,2,4T-3,4T
20240420_0000_005,2024-04-20T16:45:45Z,2024-04-20T23:00:44Z,6.249722222222222,5S-32,21.31,0.25,20.84,0.49,810.9612000000001,17.136000000000003,2,5S-3,5S
20240421_0000_000,2024-04-21T02:00:48Z,2024-04-21T05:00:47Z,2.999722222222222,4S-16,8.57,0.07,8.38,0.19,326.01240000000007,6.426,2,4S-1,4S
20240421_0000_001,2024-04-21T02:00:48Z,2024-04-21T05:00:47Z,2.999722222222222,5S-36,7.43,0.09,7.26,0.17,282.74399999999997,5.997600000000001,2,5S-3,5S
20240421_0000_002,2024-04-21T06:00:51Z,2024-04-21T13:55:50Z,7.916388888888889,4T-11,2.53,0.05,2.48,0.07,96.39,2.5704000000000002,2,4T-1,4T
20240421_0000_003,2024-04-21T06:00:51Z,2024-04-21T13:55:50Z,7.916388888888889,5W-34,11.66,0.14,11.4,0.27,443.8224,9.424800000000001,2,5W-3,5W
20240421_0000_004,2024-04-21T06:00:52Z,2024-04-21T13:55:50Z,7.916111111111111,4S-14,8.34,0.18,8.15,0.24,317.016,8.9964,3,4S-1,4S
20240421_0000_005,2024-04-21T06:00:52Z,2024-04-21T13:55:50Z,7.916111111111111,4W-42,9.33,0.18,9.12,0.26,354.7152,9.424800000000001,3,4W-4,4W
20240421_0000_006,2024-04-21T06:00:52Z,2024-04-21T13:55:50Z,7.916111111111111,5S-35,7.61,0.19,7.45,0.24,289.5984,8.9964,3,5S-3,5S
20240421_0000_007,2024-04-21T17:55:54Z,2024-04-21T22:00:53Z,4.083055555555555,4W-33,22.84,0.2,22.34,0.5,869.2236,17.136000000000003,2,4W-3,4W
20240421_0000_008,2024-04-21T17:55:54Z,2024-04-21T22:00:53Z,4.083055555555555,5W-28,16.41,0.21,16.05,0.39,624.6072,13.7088,2,5W-2,5W
20240422_0000_000,2024-04-22T00:00:56Z,2024-04-22T05:00:56Z,5,5W-26,24.67,0.73,24.12,0.86,938.6244000000002,32.13,1,5W-2,5W
20240422_0000_001,2024-04-22T00:00:57Z,2024-04-22T05:00:56Z,4.999722222222222,4T-32,4.47,0.14,4.37,0.17,170.07480000000004,5.997600000000001,1,4T-3,4T
20240422_0000_002,2024-04-22T06:00:59Z,2024-04-22T13:48:58Z,7.799722222222222,4T-11,2.46,0.07,2.41,0.08,93.81960000000001,2.9988000000000006,2,4T-1,4T
20240422_0000_003,2024-04-22T06:00:59Z,2024-04-22T13:48:58Z,7.799722222222222,5W-22,25.35,0.3,24.78,0.59,964.3284000000001,20.1348,2,5W-2,5W
20240422_0000_004,2024-04-22T15:49:01Z,2024-04-22T16:49:00Z,0.9997222222222222,4W-22,94.65,0.78,92.55,2.05,3601.5588,69.8292,1,4W-2,4W
20240422_0000_005,2024-04-22T18:00:22Z,2024-04-22T19:00:21Z,0.9997222222222222,4W-32,113,1.12,110.48,2.52,4298.994,86.5368,1,4W-3,4W
20240423_0000_000,2024-04-23T00:00:07Z,2024-04-23T04:30:03Z,4.498888888888889,4T-32,2.32,0.07,2.27,0.08,88.2504,2.9988000000000006,2,4T-3,4T
20240423_0000_001,2024-04-23T00:00:07Z,2024-04-23T04:30:03Z,4.498888888888889,5S-32,19.95,0.86,19.5,0.93,759.1248,35.1288,2,5S-3,5S
20240423_0000_002,2024-04-23T06:00:05Z,2024-04-23T12:18:04Z,6.299722222222222,4S-12,9.04,0.31,8.84,0.36,344.0052,13.280400000000002,2,4S-1,4S
20240423_0000_003,2024-04-23T06:00:05Z,2024-04-23T12:18:04Z,6.299722222222222,5W-32,10.71,0.2,10.47,0.29,407.40840000000003,10.281600000000001,2,5W-3,5W
20240423_0000_004,2024-04-23T14:18:05Z,2024-04-23T14:42:05Z,0.4,4T-12,187.78,2.22,183.6,4.35,7144.8552,151.2252,1,4T-1,4T
20240423_0000_005,2024-04-23T15:42:07Z,2024-04-23T16:36:06Z,0.8997222222222222,4T-22,85.84,0.61,83.93,1.82,3266.1216,61.689600000000006,2,4T-2,4T
20240423_0000_006,2024-04-23T15:42:07Z,2024-04-23T16:36:06Z,0.8997222222222222,4W-32,75.19,0.67,73.52,1.65,2860.8552000000004,56.548800000000014,2,4W-3,4W
20240423_0000_007,2024-04-23T17:36:07Z,2024-04-23T19:06:07Z,1.5,4W-22,95.02,0.8,92.91,2.06,3615.2676000000006,70.2576,1,4W-2,4W
20240423_0000_008,2024-04-23T21:06:08Z,2024-04-23T23:06:07Z,1.9997222222222222,5S-26,37.2,0.64,36.37,0.97,1415.4336,34.70040000000001,1,5S-2,5S
20240423_0000_009,2024-04-23T21:06:09Z,2024-04-23T23:06:07Z,1.9994444444444444,4S-23,28.46,0.38,27.82,0.68,1082.5668,23.990400000000005,1,4S-2,4S
20240424_0000_000,2024-04-24T01:06:10Z,2024-04-24T05:00:09Z,3.899722222222222,5W-22,40.2,0.3,39.3,0.86,1529.3880000000001,29.131200000000007,1,5W-2,5W
20240424_0000_001,2024-04-24T06:00:11Z,2024-04-24T13:54:10Z,7.8997222222222225,4S-12,7.88,0.26,7.7,0.3,299.88000000000005,11.1384,2,4S-1,4S
20240424_0000_002,2024-04-24T06:00:11Z,2024-04-24T13:54:10Z,7.8997222222222225,5W-34,10.67,0.2,10.43,0.29,405.69480000000004,10.281600000000001,2,5W-3,5W
20240424_0000_003,2024-04-24T14:54:13Z,2024-04-24T15:24:12Z,0.49972222222222223,4W-32,114.05,1.42,111.51,2.68,4339.2636,93.39120000000001,1,4W-3,4W
20240424_0000_004,2024-04-24T16:54:13Z,2024-04-24T17:30:13Z,0.6,4T-22,182.82,1.67,178.75,4.02,6955.9308,137.5164,1,4T-2,4T
20240424_0000_005,2024-04-24T18:30:15Z,2024-04-24T19:32:02Z,1.0297222222222222,4T-12,84.51,1.1,82.63,2.01,3215.5704,70.2576,2,4T-1,4T
20240424_0000_006,2024-04-24T18:30:15Z,2024-04-24T19:32:02Z,1.0297222222222222,4W-22,122.18,1.56,119.47,2.89,4648.9968,101.1024,2,4W-2,4W
20240424_0000_007,2024-04-24T21:32:05Z,2024-04-24T23:32:04Z,1.9997222222222222,5S-32,49.72,1.2,48.61,1.54,1891.386,56.548800000000014,1,5S-3,5S
20240424_0000_008,2024-04-24T21:32:05Z,2024-04-24T23:32:03Z,1.9994444444444444,5W-26,23.44,0.47,22.92,0.66,891.9288000000001,23.562000000000005,1,5W-2,5W
20240425_0000_000,2024-04-25T01:02:06Z,2024-04-25T05:02:05Z,3.999722222222222,4S-42,13.2,0.51,12.91,0.57,502.51320000000004,21.42,3,4S-4,4S
20240425_0000_001,2024-04-25T01:02:06Z,2024-04-25T05:02:05Z,3.999722222222222,4T-11,4.43,0.11,4.33,0.14,168.7896,5.1408000000000005,3,4T-1,4T
20240425_0000_002,2024-04-25T01:02:06Z,2024-04-25T05:02:05Z,3.999722222222222,5S-26,20.26,0.58,19.81,0.7,770.6916,25.704,3,5S-2,5S
20240425_0000_003,2024-04-25T01:02:07Z,2024-04-25T05:02:05Z,3.9994444444444444,5W-32,10.41,0.25,10.17,0.32,395.8416,11.566800000000002,1,5W-3,5W
20240425_0000_004,2024-04-25T06:02:07Z,2024-04-25T12:20:07Z,6.3,5S-26,31.94,0.57,31.23,0.85,1215.3708000000001,30.4164,1,5S-2,5S
20240425_0000_005,2024-04-25T14:20:08Z,2024-04-25T14:38:08Z,0.3,4W-32,128.36,1.98,125.51,3.22,4883.76,113.9544,1,4W-3,4W
20240425_0000_006,2024-04-25T16:08:11Z,2024-04-25T16:50:10Z,0.6997222222222222,4T-22,84.85,0.68,82.96,1.83,3228.4224,62.546400000000006,2,4T-2,4T
20240425_0000_007,2024-04-25T16:08:11Z,2024-04-25T16:50:10Z,0.6997222222222222,4W-22,74.4,0.74,72.75,1.66,2830.8672,56.9772,2,4W-2,4W
20240425_0000_008,2024-04-25T18:30:07Z,2024-04-25T19:30:06Z,0.9997222222222222,4T-12,183.87,1.36,179.78,3.92,6995.772000000001,133.2324,1,4T-1,4T
20240425_0000_011,2024-04-25T20:01:21Z,2024-04-25T20:20:50Z,0.32472222222222225,4T-12,184.06,1.15,179.97,3.86,7003.054800000001,130.662,1,4T-1,4T
20240425_0000_012,2024-04-25T21:00:10Z,2024-04-25T22:42:08Z,1.6994444444444445,4S-23,40.48,0.36,39.58,0.89,1540.0980000000002,30.4164,1,4S-2,4S
20240425_0000_013,2024-04-25T21:00:10Z,2024-04-25T22:42:09Z,1.6997222222222221,5W-22,23.68,0.26,23.15,0.54,900.9252,18.4212,1,5W-2,5W
20240426_0000_000,2024-04-26T01:42:11Z,2024-04-26T04:42:09Z,2.9994444444444444,4T-32,6.71,0.12,6.56,0.18,255.3264,6.426,1,4T-3,4T
20240426_0000_001,2024-04-26T05:42:12Z,2024-04-26T11:06:11Z,5.3997222222222225,4S-16,12.62,0.2,12.34,0.32,480.23640000000006,11.566800000000002,3,4S-1,4S
20240426_0000_002,2024-04-26T05:42:12Z,2024-04-26T11:06:11Z,5.3997222222222225,5S-32,20.39,0.32,19.94,0.51,775.8324,17.9928,3,5S-3,5S
20240426_0000_003,2024-04-26T05:42:12Z,2024-04-26T11:06:11Z,5.3997222222222225,5W-28,14.81,0.15,14.48,0.33,563.346,11.566800000000002,3,5W-2,5W
20240426_0000_004,2024-04-26T14:06:13Z,2024-04-26T15:06:12Z,0.9997222222222222,4T-22,149.09,0.92,145.78,3.13,5672.4444,105.38640000000001,1,4T-2,4T
20240426_0000_005,2024-04-26T16:06:14Z,2024-04-26T18:06:13Z,1.9997222222222222,4W-32,50.27,0.33,49.15,1.06,1912.806,35.9856,1,4W-3,4W
20240426_0000_006,2024-04-26T16:06:15Z,2024-04-26T18:06:13Z,1.9994444444444444,4T-12,86.02,0.54,84.1,1.8,3272.976,60.8328,1,4T-1,4T
20240426_0000_007,2024-04-26T20:06:16Z,2024-04-26T21:42:15Z,1.5997222222222223,4T-31,70.21,0.77,68.65,1.6,2671.5024000000003,55.263600000000004,2,4T-3,4T
20240426_0000_008,2024-04-26T20:06:16Z,2024-04-26T21:42:15Z,1.5997222222222223,4W-22,74.76,0.55,73.1,1.59,2844.5760000000005,53.9784,2,4W-2,4W
20240426_0000_009,2024-04-26T23:42:18Z,2024-04-27T00:00:03Z,0.29583333333333334,5W-26,40.12,0.28,39.22,0.85,1526.3892000000003,28.702800000000003,1,5W-2,5W
20240427_0000_000,2024-04-27T00:00:03Z,2024-04-27T04:12:16Z,4.203611111111111,5W-26,40.5,0.27,39.6,0.86,1540.9548,29.131200000000007,1,5W-2,5W
20240427_0000_001,2024-04-27T05:42:19Z,2024-04-27T11:42:18Z,5.999722222222222,4S-41,30.2,0.39,29.53,0.71,1148.9688,24.8472,1,4S-4,4S
20240427_0000_002,2024-04-27T13:42:20Z,2024-04-27T17:42:19Z,3.999722222222222,4S-14,9.13,0.09,8.93,0.2,347.4324,6.8544,3,4S-1,4S
20240427_0000_003,2024-04-27T13:42:20Z,2024-04-27T17:42:20Z,4,4T-32,2.46,0.05,2.41,0.07,93.81960000000001,2.5704000000000002,1,4T-3,4T
20240427_0000_004,2024-04-27T13:42:20Z,2024-04-27T17:42:19Z,3.999722222222222,5S-36,8.57,0.11,8.38,0.2,326.01240000000007,7.282800000000002,3,5S-3,5S
20240427_0000_005,2024-04-27T13:42:20Z,2024-04-27T17:42:19Z,3.999722222222222,5W-32,11.39,0.1,11.14,0.25,433.5408,8.568000000000001,3,5W-3,5W
20240427_0000_006,2024-04-27T19:42:22Z,2024-04-27T23:42:21Z,3.999722222222222,4T-11,14.46,0.1,14.14,0.31,550.0656,10.281600000000001,1,4T-1,4T
20240428_0000_000,2024-04-28T02:42:24Z,2024-04-28T04:42:23Z,1.9997222222222222,5S-32,20.89,0.2,20.43,0.46,795.1104,15.850800000000003,1,5S-3,5S
20240428_0000_001,2024-04-28T05:42:26Z,2024-04-28T13:42:25Z,7.999722222222222,4T-32,2.47,0.05,2.41,0.07,93.81960000000001,2.5704000000000002,2,4T-3,4T
20240428_0000_002,2024-04-28T05:42:26Z,2024-04-28T13:42:25Z,7.999722222222222,4W-33,18.56,0.15,18.15,0.4,706.0032,13.7088,2,4W-3,4W
20240428_0000_003,2024-04-28T17:42:27Z,2024-04-28T23:42:26Z,5.999722222222222,5W-26,24.05,0.41,23.52,0.62,915.0624,22.2768,1,5W-2,5W
20240428_0000_004,2024-04-28T17:42:28Z,2024-04-28T23:42:27Z,5.999722222222222,4S-23,14.51,0.32,14.19,0.43,552.2076000000001,15.422400000000001,1,4S-2,4S
20240430_1550_000,2024-04-30T16:11:13Z,2024-04-30T17:47:38Z,1.6069444444444445,4T-32,2.35,0.06,2.3,0.08,89.5356,2.9988000000000006,1,4T-3,4T
20240430_1550_001,2024-04-30T17:47:39Z,2024-04-30T18:06:12Z,0.30916666666666665,4T-32,6.51,0.06,6.37,0.14,247.61520000000004,4.712400000000001,1,4T-3,4T
20240430_1550_002,2024-04-30T18:06:13Z,2024-04-30T18:16:17Z,0.16777777777777778,4T-32,9.42,0.06,9.21,0.2,358.57079999999996,6.8544,1,4T-3,4T
20240430_1550_003,2024-04-30T18:16:18Z,2024-04-30T18:35:05Z,0.31305555555555553,4T-32,13.46,0.08,13.16,0.28,511.938,9.424800000000001,1,4T-3,4T
20240430_1550_004,2024-04-30T18:47:37Z,2024-04-30T18:48:19Z,0.011666666666666667,4T-12,124.28,46.38,121.52,45.42,4728.6792000000005,1766.7216000000003,1,4T-1,4T
20240430_1550_005,2024-04-30T18:48:22Z,2024-04-30T18:49:45Z,0.023055555555555555,4T-21,40.36,6.93,39.46,6.82,1535.814,264.7512,1,4T-2,4T
20240430_1550_006,2024-04-30T18:49:46Z,2024-04-30T18:50:00Z,0.0038888888888888888,4T-21,95.08,22.43,92.96,22.01,3617.4096000000004,855.9432000000002,1,4T-2,4T
20240430_1550_007,2024-04-30T18:50:01Z,2024-04-30T18:50:21Z,0.005555555555555556,4T-21,40.76,25.77,39.86,25.21,1550.8080000000002,981.0360000000001,1,4T-2,4T
20240430_1550_008,2024-04-30T18:50:22Z,2024-04-30T18:50:46Z,0.006666666666666667,4T-21,86.58,26.14,84.65,25.62,3293.9676000000004,996.4584000000001,1,4T-2,4T
